Orig_Idx,Time_Interval_End,Time,Mid_Price,Ask_Size_1,Ask_Price_1,Bid_Price_1,Bid_Size_1
6170,232,231.878,586.51,100,586.73,586.29,4
6192,233,232.994,586.735,1000,586.86,586.61,100
6198,234,233.33,586.64,50,586.67,586.61,100
6205,235,234.877,586.73,12,586.82,586.64,100
6212,236,235.937,586.715,12,586.82,586.61,100
6239,237,236.839,586.78,250,586.83,586.73,100
6311,238,237.91,586.795,200,586.82,586.77,100
6343,239,238.797,586.8,699,586.86,586.74,100
6354,240,239.954,586.865,3,586.95,586.78,100
6395,241,240.824,586.895,270,587,586.79,100
6628,242,241.989,586.92,5,587.09,586.75,60
6780,243,242.891,586.965,100,587.09,586.84,18
6863,244,243.793,586.92,100,587.09,586.75,60
6913,245,244.995,587.21,200,587.25,587.17,38
6950,246,245.897,587.33,132,587.41,587.25,100
6957,247,246.836,587.33,92,587.41,587.25,100
6984,248,247.989,587.34,100,587.42,587.26,100
7003,249,248.977,587.34,5,587.41,587.27,100
7016,250,249.831,587.33,100,587.41,587.25,100
7059,251,250.951,587.225,100,587.37,587.08,18
7090,252,251.779,587.34,200,587.43,587.25,18
7110,253,252.805,587.365,350,587.48,587.25,18
7129,254,253.782,587.3,50,587.36,587.24,173
7152,255,254.98,587.365,250,587.48,587.25,18
7168,256,255.612,587.37,5,587.45,587.29,173
7200,257,256.971,587.435,185,587.5,587.37,100
7254,258,257.743,587.59,125,587.65,587.53,100
7282,259,259,587.68,25,587.77,587.59,18
7295,260,259.784,587.645,100,587.76,587.53,18
7323,261,260.796,587.665,75,587.8,587.53,18
7349,262,261.892,587.665,75,587.8,587.53,18
7358,263,262.936,587.64,12,587.78,587.5,188
7364,264,263.877,587.635,100,587.77,587.5,188
7369,265,264.668,587.57,100,587.77,587.37,200
7383,266,265.866,587.585,100,587.76,587.41,100
7430,267,266.883,587.535,12,587.74,587.33,200
7450,268,267.885,587.425,50,587.56,587.29,100
7503,269,268.979,587.395,100,587.51,587.28,30
7529,270,269.928,587.365,112,587.51,587.22,100
7537,271,270.477,587.37,100,587.49,587.25,18
7549,272,271.964,587.335,100,587.46,587.21,254
7581,273,272.421,587.145,100,587.22,587.07,18
7582,274,273.329,587.145,100,587.22,587.07,18
7588,275,274.772,587.135,100,587.22,587.05,450
7591,276,275.819,587.135,100,587.22,587.05,450
7651,277,276.767,587.255,323,587.46,587.05,450
7690,278,277.901,587.385,100,587.63,587.14,100
7708,279,278.862,587.38,100,587.63,587.13,18
7717,280,279.984,587.39,100,587.63,587.15,400
7721,281,280.444,587.405,100,587.63,587.18,18
7749,282,282,587.385,50,587.61,587.16,18
7772,283,282.674,587.38,50,587.61,587.15,400
7780,284,283.969,587.36,3,587.57,587.15,400
7802,285,284.845,587.355,15,587.5,587.21,100
7811,286,285.888,587.355,15,587.5,587.21,60
7828,287,286.957,587.255,200,587.36,587.15,340
7833,288,287.512,587.225,100,587.3,587.15,305
7835,289,288.252,587.225,100,587.3,587.15,305
7851,290,289.711,587.175,100,587.3,587.05,450
7874,291,290.797,587.175,100,587.3,587.05,450
7932,292,291.786,587.36,15,587.5,587.22,18
7943,293,292.983,587.36,15,587.5,587.22,20
7948,294,293.918,587.355,15,587.5,587.21,100
7948,295,293.918,587.355,15,587.5,587.21,100
7965,296,295.826,587.31,150,587.47,587.15,100
7970,297,296.95,587.3,150,587.45,587.15,100
7976,298,297.877,587.31,150,587.47,587.15,100
7979,299,298.8,587.31,150,587.47,587.15,100
7998,300,299.901,587.3,100,587.45,587.15,100
8001,301,300.624,587.275,100,587.4,587.15,100
8017,302,301.904,587.27,150,587.39,587.15,100
8033,303,302.448,587.225,150,587.39,587.06,100
8041,304,303.997,587.23,100,587.4,587.06,48
8042,305,304.217,587.23,100,587.4,587.06,48
8059,306,305.922,587.22,100,587.38,587.06,48
8089,307,306.854,587.135,100,587.22,587.05,269
8098,308,307.96,587.025,100,587.13,586.92,100
8139,309,308.998,586.87,300,586.94,586.8,100
8144,310,309.794,586.905,100,587.01,586.8,100
8151,311,310.65,587,200,587.2,586.8,100
8154,312,311.994,586.885,1,586.97,586.8,100
8158,313,312.754,586.885,1,586.97,586.8,118
8161,314,313.898,586.885,1,586.97,586.8,118
8166,315,314.413,586.89,1,586.97,586.81,18
8177,316,315.848,586.935,1,586.97,586.9,65
8191,317,316.975,586.895,1,586.97,586.82,10
8191,318,316.975,586.895,1,586.97,586.82,10
8195,319,318.659,586.865,1,586.91,586.82,10
8197,320,319.797,586.87,100,586.92,586.82,10
8200,321,320.582,586.87,100,586.92,586.82,10
8201,322,321.581,586.875,100,586.92,586.83,10
8211,323,322.965,586.865,100,586.92,586.81,110
8211,324,322.965,586.865,100,586.92,586.81,110
8220,325,324.862,586.865,100,586.92,586.81,110
8231,326,325.401,586.895,100,586.98,586.81,128
8281,327,326.883,586.755,100,586.89,586.62,18
8291,328,327.991,586.795,100,586.98,586.61,30
8301,329,328.855,586.755,100,586.87,586.64,18
8315,330,329.968,586.735,100,586.86,586.61,30
8354,331,330.986,586.775,1,586.87,586.68,100
8367,332,331.834,586.74,1,586.87,586.61,25
8374,333,332.503,586.74,1,586.87,586.61,25
8384,334,333.957,586.745,1,586.87,586.62,10
8384,335,333.957,586.745,1,586.87,586.62,10
8386,336,335.747,586.705,100,586.79,586.62,10
8393,337,336.929,586.7,100,586.78,586.62,10
8396,338,337.736,586.705,100,586.79,586.62,9
8397,339,338.318,586.705,100,586.79,586.62,9
8404,340,339.844,586.705,100,586.79,586.62,9
8409,341,340.574,586.705,100,586.79,586.62,9
8411,342,341.323,586.67,100,586.79,586.55,100
8416,343,342.493,586.705,100,586.79,586.62,176
8433,344,343.951,586.67,100,586.79,586.55,100
8439,345,344.521,586.66,150,586.77,586.55,100
8465,346,345.949,586.635,150,586.77,586.5,75
8476,347,346.818,586.635,150,586.77,586.5,75
8492,348,347.935,586.62,1,586.74,586.5,75
8494,349,348.587,586.64,1,586.74,586.54,20
8498,350,349.744,586.64,1,586.74,586.54,120
8503,351,350.979,586.64,1,586.74,586.54,100
8508,352,351.572,586.64,1,586.74,586.54,100
8512,353,352.735,586.745,200,586.86,586.63,20
8516,354,353.362,586.615,300,586.69,586.54,100
8520,355,354.655,586.615,300,586.69,586.54,100
8527,356,355.165,586.685,100,586.81,586.56,18
8543,357,356.651,586.6,100,586.7,586.5,75
8546,358,357.383,586.64,6,586.78,586.5,75
8567,359,358.995,586.61,100,586.8,586.42,18
8573,360,359.246,586.625,106,586.8,586.45,18
8580,361,360.88,586.655,100,586.8,586.51,100
8609,362,361.678,586.63,102,586.87,586.39,100
8610,363,362.527,586.59,100,586.79,586.39,100
8614,364,363.989,586.645,100,586.79,586.5,100
8619,365,364.401,586.66,102,586.79,586.53,18
8637,366,365.95,586.645,100,586.79,586.5,100
8658,367,366.953,586.65,100,586.79,586.51,100
8662,368,367.622,586.65,100,586.79,586.51,100
8675,369,368.902,586.645,100,586.79,586.5,100
8676,370,369.629,586.63,2,586.76,586.5,100
8678,371,370.181,586.62,100,586.74,586.5,100
8679,372,371.173,586.62,102,586.74,586.5,100
8682,373,372.769,586.635,100,586.74,586.53,100
8689,374,373.921,586.635,100,586.74,586.53,100
8689,375,373.921,586.635,100,586.74,586.53,100
8689,376,373.921,586.635,100,586.74,586.53,100
8715,377,376.997,586.73,22,586.87,586.59,2
8790,378,377.863,586.745,100,586.93,586.56,18
8890,379,378.999,586.72,200,586.91,586.53,100
8946,380,379.875,586.745,100,586.9,586.59,18
8966,381,381,586.715,100,586.9,586.53,100
9010,382,381.909,586.87,200,586.96,586.78,18
9025,383,382.604,586.89,99,586.98,586.8,18
9048,384,383.86,586.915,900,587,586.83,18
9110,385,384.569,587.15,100,587.3,587,21
9163,386,385.93,587.33,200,587.42,587.24,100
9189,387,386.78,587.17,200,587.45,586.89,500
9191,388,387.375,587.135,100,587.38,586.89,300
9224,389,388.791,587.205,69,587.38,587.03,100
9245,390,390,587.205,100,587.36,587.05,3
9267,391,390.624,587.285,200,587.49,587.08,18
9277,392,391.145,587.255,200,587.43,587.08,18
9289,393,392.811,587.24,200,587.43,587.05,3
9292,394,393.836,587.25,200,587.43,587.07,100
9310,395,394.788,587.26,200,587.42,587.1,18
9428,396,395.985,587.285,200,587.44,587.13,200
9568,397,396.977,587.295,200,587.46,587.13,200
9582,398,397.713,587.335,200,587.47,587.2,21
9611,399,398.981,587.35,25,587.5,587.2,3
9630,400,399.92,587.28,100,587.49,587.07,18
9652,401,400.723,587.145,97,587.28,587.01,18
9672,402,401.88,587.08,100,587.18,586.98,200
9692,403,402.537,587.115,250,587.25,586.98,200
9725,404,403.961,587.055,50,587.25,586.86,200
9757,405,404.984,587.07,50,587.25,586.89,18
9783,406,405.89,587.22,202,587.39,587.05,18
9783,407,405.89,587.22,202,587.39,587.05,18
9796,408,407.849,586.985,100,587.34,586.63,18
9801,409,408.117,587,100,587.34,586.66,18
9835,410,409.826,587.23,202,587.39,587.07,300
9867,411,410.703,587.31,202,587.39,587.23,100
9870,412,411.735,587.31,2,587.39,587.23,100
9889,413,412.712,587.325,410,587.41,587.24,18
9961,414,413.986,587.39,100,587.49,587.29,100
10020,415,414.87,587.415,30,587.49,587.34,100
10029,416,415.432,587.4,25,587.5,587.3,100
10030,417,416.402,587.4,25,587.5,587.3,100
10033,418,417.826,587.365,100,587.45,587.28,100
10037,419,418.408,587.355,100,587.45,587.26,100
10094,420,419.93,587.475,997,587.55,587.4,200
10096,421,420.936,587.47,100,587.54,587.4,200
10123,422,421.98,587.54,200,587.68,587.4,200
10132,423,422.793,587.55,100,587.7,587.4,200
10141,424,423.511,587.52,200,587.64,587.4,200
10278,425,424.975,587.575,200,587.65,587.5,100
10288,426,425.81,587.575,200,587.65,587.5,100
10298,427,426.103,587.525,200,587.65,587.4,500
10298,428,426.103,587.525,200,587.65,587.4,500
10302,429,428.985,587.48,5,587.56,587.4,500
10339,430,429.999,587.17,100,587.27,587.07,300
10355,431,430.927,587.155,122,587.24,587.07,318
10380,432,431.991,587.145,22,587.22,587.07,300
10381,433,432.746,587.145,22,587.22,587.07,300
10383,434,433.534,587.17,22,587.22,587.12,100
10578,435,434.952,587.3,4,587.4,587.2,118
10584,436,435.128,587.305,104,587.4,587.21,18
10586,437,436.644,587.3,104,587.4,587.2,100
10589,438,437.739,587.3,104,587.4,587.2,100
10593,439,438.495,587.3,104,587.4,587.2,100
10605,440,439.938,587.23,44,587.38,587.08,100
10645,441,440.978,587.375,200,587.54,587.21,100
10649,442,441.881,587.375,200,587.54,587.21,100
10672,443,442.913,587.275,200,587.45,587.1,18
10700,444,443.88,587.255,200,587.44,587.07,300
10718,445,444.796,587.265,200,587.42,587.11,18
10724,446,445.249,587.245,200,587.42,587.07,300
10753,447,446.985,587.375,200,587.43,587.32,100
10850,448,447.942,587.14,499,587.27,587.01,18
10881,449,448.985,587.2,200,587.41,586.99,100
10893,450,449.597,587.15,100,587.31,586.99,100
10901,451,450.864,587.15,100,587.28,587.02,18
10931,452,451.901,587.135,100,587.28,586.99,110
10936,453,452.617,587.185,100,587.38,586.99,110
10955,454,453.836,587.165,96,587.34,586.99,110
10971,455,454.377,587.2,96,587.34,587.06,18
10971,456,454.377,587.2,96,587.34,587.06,18
11004,457,456.917,587.245,1,587.35,587.14,18
11004,458,456.917,587.245,1,587.35,587.14,18
11020,459,458.754,587.22,100,587.36,587.08,100
11027,460,459.939,587.235,100,587.34,587.13,91
11061,461,460.875,587.235,100,587.34,587.13,291
11067,462,461.979,587.26,100,587.36,587.16,200
11075,463,462.863,587.24,100,587.32,587.16,200
11076,464,463.575,587.24,100,587.32,587.16,200
11102,465,464.776,587.26,100,587.36,587.16,200
11117,466,465.771,587.265,200,587.37,587.16,200
11128,467,466.342,587.245,100,587.33,587.16,200
11128,468,466.342,587.245,100,587.33,587.16,200
11139,469,468.998,587.245,100,587.33,587.16,200
11145,470,469.114,587.275,200,587.37,587.18,18
11148,471,470.151,587.265,200,587.37,587.16,200
11152,472,471.632,587.25,100,587.32,587.18,18
11167,473,472.608,587.26,100,587.32,587.2,100
11173,474,473.566,587.24,100,587.32,587.16,300
11181,475,474.305,587.24,100,587.32,587.16,300
11243,476,475.887,587.21,100,587.29,587.13,200
11306,477,476.85,587.1,118,587.21,586.99,10
11349,478,477.865,587.045,100,587.2,586.89,500
11356,479,478.857,587.015,100,587.14,586.89,500
11369,480,479.674,587.015,100,587.14,586.89,500
11397,481,480.99,587.015,100,587.13,586.9,18
11437,482,481.758,586.945,1,587.01,586.88,354
11442,483,482.957,586.945,1,587.01,586.88,351
11448,484,483.941,586.94,50,587,586.88,351
11494,485,484.959,586.845,50,587,586.69,200
11501,486,485.359,586.86,50,587,586.72,18
11516,487,486.897,586.805,100,586.92,586.69,200
11520,488,487.936,586.805,100,586.92,586.69,200
11549,489,488.931,586.89,50,587,586.78,100
11570,490,489.672,586.935,50,587,586.87,18
11585,491,490.437,586.9,65,587,586.8,100
11586,492,491.36,586.9,65,587,586.8,100
11590,493,492.667,586.9,65,587,586.8,100
11593,494,493.577,586.85,1,586.89,586.81,100
11602,495,494.597,586.905,47,587,586.81,100
11644,496,495.957,586.73,100,586.9,586.56,100
11660,497,496.721,586.73,200,586.92,586.54,100
11666,498,497.88,586.73,100,586.92,586.54,100
11691,499,498.989,586.705,100,586.87,586.54,100
11711,500,499.759,586.695,100,586.8,586.59,100
11713,501,500.815,586.695,100,586.8,586.59,100
11731,502,501.736,586.665,100,586.79,586.54,100
11762,503,502.933,586.59,100,586.68,586.5,7
11775,504,503.975,586.585,100,586.67,586.5,7
11789,505,504.947,586.535,100,586.65,586.42,10
11792,506,505.483,586.535,100,586.65,586.42,20
11856,507,506.793,586.43,205,586.56,586.3,100
11859,508,507.352,586.44,205,586.56,586.32,10
11873,509,508.988,586.23,200,586.32,586.14,200
11939,510,509.947,586.195,100,586.28,586.11,100
11960,511,510.994,586.19,100,586.27,586.11,200
11991,512,511.998,586.205,100,586.28,586.13,10
12010,513,512.691,586.115,100,586.23,586,190
12032,514,513.822,585.965,100,586.1,585.83,100
12175,515,514.985,585.69,100,585.86,585.52,100
12329,516,515.985,585.79,42,585.87,585.71,100
12345,517,516.792,585.815,200,585.92,585.71,100
12380,518,517.912,585.71,200,585.92,585.5,50
12438,519,518.994,585.745,201,585.92,585.57,100
12445,520,519.912,585.745,301,585.92,585.57,100
12456,521,520.98,585.755,100,585.9,585.61,100
12461,522,521.727,585.795,100,585.9,585.69,100
12466,523,522.974,585.795,100,585.9,585.69,100
12468,524,523.85,585.795,100,585.9,585.69,100
12474,525,524.635,585.805,100,585.89,585.72,100
12482,526,525.699,585.795,100,585.87,585.72,100
12489,527,526.715,585.805,100,585.89,585.72,100
12492,528,527.99,585.8,14,585.88,585.72,100
12497,529,528.828,585.8,15,585.88,585.72,50
12507,530,529.888,585.685,14,585.73,585.64,100
12526,531,530.838,585.76,1,585.88,585.64,100
12528,532,531.361,585.76,1,585.88,585.64,100
12531,533,532.942,585.765,100,585.89,585.64,100
12533,534,533.539,585.765,100,585.89,585.64,200
12537,535,534.863,585.805,100,585.89,585.72,400
12581,536,535.428,586.115,200,586.21,586.02,5
12754,537,536.998,586.01,200,586.17,585.85,300
13000,538,537.891,586.075,100,586.3,585.85,300
13003,539,538.975,585.92,1,585.99,585.85,300
13006,540,539.9,585.92,1,585.99,585.85,300
13031,541,540.86,585.82,100,585.92,585.72,200
13044,542,541.92,585.84,18,585.96,585.72,200
13068,543,542.744,585.82,3,585.92,585.72,200
13072,544,543.997,585.805,18,585.89,585.72,200
13078,545,544.45,585.835,3,585.92,585.75,100
13079,546,545.171,585.835,3,585.92,585.75,100
13079,547,545.171,585.835,3,585.92,585.75,100
13087,548,547.945,585.9,100,586,585.8,100
13099,549,548.793,586.01,18,586.12,585.9,25
13140,550,549.856,585.895,25,585.96,585.83,400
13152,551,550.949,585.885,18,585.94,585.83,500
13158,552,551.917,585.905,25,585.96,585.85,100
13162,553,552.642,585.895,18,585.94,585.85,100
13165,554,553.337,585.895,18,585.94,585.85,100
